0.51, 0
0.792, 10
1.018, 80
1.216, 166
1.442, 238
1.639, 296
1.893, 355
2.343, 402
2.569, 460
3.215, 463
3.497, 463
3.947, 463
4.229, 463
4.454, 463
4.68, 463
5.159, 463
5.386, 463
5.613, 463
5.84, 463
6.291, 463
6.518, 463
6.94, 463
7.167, 463
7.618, 463
7.817, 463
8.044, 463
8.271, 463
8.498, 463
8.921, 463
9.148, 463
9.375, 463
9.601, 463
10.052, 463
10.251, 463
10.478, 463
10.733, 463
10.932, 463
11.159, 463
11.358, 463
11.753, 463
12.008, 463
12.206, 463
12.433, 463
12.632, 463
13.083, 463
13.31, 463
13.509, 463
13.736, 463
14.746, 463
15.141, 463
15.536, 463
15.763, 463
15.962, 463
16.217, 463
16.444, 463
16.671, 463
16.87, 463
17.097, 463
17.295, 463
17.522, 463
17.721, 463
17.948, 463
18.175, 463
19.046, 463
19.693, 463
19.947, 463
20.146, 463
