	#tiempo		   #pulsos		#phi                     #phip          #phipp                 #s		       #v		#a
   3.901000000000e+00   1.249000000000e+03   8.719657577778e+01   2.468140291807e+01   0.000000000000e+00   5.733174863236e-01   1.622802243518e-01   0.000000000000e+00
   4.127000000000e+00   1.319000000000e+03   9.208349355556e+01   2.162352999017e+01  -1.353041118541e+01   6.054489707452e-01   1.421747098303e-01  -8.896245363479e-02
   4.352000000000e+00   1.398000000000e+03   9.759872933333e+01   2.451215901235e+01   1.283835120968e+01   6.417116460211e-01   1.611674456705e-01   8.441215928975e-02
   4.550000000000e+00   1.468000000000e+03   1.024856471111e+02   2.468140291807e+01   8.547672006264e-01   6.738431304428e-01   1.622802243518e-01   5.620094349850e-03
   4.972000000000e+00   1.548000000000e+03   1.080706960000e+02   1.323471300685e+01  -2.712485760954e+01   7.105648269247e-01   8.701823810876e-02  -1.783459389646e-01
   5.170000000000e+00   1.698000000000e+03   1.185426626667e+02   5.288872053872e+01   2.002727653125e+02   7.794180078282e-01   3.477433378967e-01   1.316793433273e+00
   5.591000000000e+00   1.769000000000e+03   1.234993935556e+02   1.177370757456e+01  -9.766036333530e+01   8.120085134559e-01   7.741212738167e-02  -6.421168895845e-01
   5.817000000000e+00   1.918000000000e+03   1.339015471111e+02   4.602722812193e+01   1.515642502096e+02   8.804026731534e-01   3.026290252103e-01   9.965349461444e-01
   6.015000000000e+00   1.999000000000e+03   1.395564091111e+02   2.855990909091e+01  -8.821878298494e+01   9.175833908414e-01   1.877814024642e-01  -5.800384987175e-01
   6.465000000000e+00   2.149000000000e+03   1.500283757778e+02   2.327103703704e+01  -1.175304900860e+01   9.864365717449e-01   1.530070686746e-01  -7.727629731039e-02
   6.691000000000e+00   2.230000000000e+03   1.556832377778e+02   2.502151327434e+01   7.745470076545e+00   1.023617289433e+00   1.645164499465e-01   5.092646580522e-02
   6.889000000000e+00   2.311000000000e+03   1.613380997778e+02   2.855990909091e+01   1.787068594229e+01   1.060798007121e+00   1.877814024642e-01   1.174997601904e-01
   7.143000000000e+00   2.391000000000e+03   1.669231486667e+02   2.198838145232e+01  -2.587215605744e+01   1.097519703603e+00   1.445736081964e-01  -1.701094262512e-01
   8.236000000000e+00   2.793000000000e+03   1.949880193333e+02   2.567691735285e+01   3.374689753461e+00   1.282046228424e+00   1.688257317672e-01   2.218858515164e-02
   8.462000000000e+00   2.874000000000e+03   2.006428813333e+02   2.502151327434e+01  -2.900018046527e+00   1.319226946112e+00   1.645164499465e-01  -1.906761867536e-02
   8.688000000000e+00   2.945000000000e+03   2.055996122222e+02   2.193243756146e+01  -1.366847660567e+01   1.351817451740e+00   1.442057771136e-01  -8.987023377393e-02
   8.886000000000e+00   3.026000000000e+03   2.112544742222e+02   2.855990909091e+01   3.347207843159e+01   1.388998169428e+00   1.877814024642e-01   2.200789159121e-01
   9.084000000000e+00   3.096000000000e+03   2.161413920000e+02   2.468140291807e+01  -1.958841501434e+01   1.421129653849e+00   1.622802243518e-01  -1.287938288507e-01
   9.310000000000e+00   3.167000000000e+03   2.210981228889e+02   2.193243756146e+01  -1.216356352484e+01   1.453720159477e+00   1.442057771136e-01  -7.997543025740e-02
   9.536000000000e+00   3.248000000000e+03   2.267529848889e+02   2.502151327434e+01   1.366847660567e+01   1.490900877165e+00   1.645164499465e-01   8.987023377393e-02
   9.734000000000e+00   3.330000000000e+03   2.324776600000e+02   2.891250056117e+01   1.965145094359e+01   1.528540616059e+00   1.900996913835e-01   1.292082900859e-01
   9.987000000000e+00   3.421000000000e+03   2.388306531111e+02   2.511064470795e+01  -1.502709823406e+01   1.570311545807e+00   1.651024891231e-01  -9.880317098973e-02
   1.021300000000e+01   3.502000000000e+03   2.444855151111e+02   2.502151327434e+01  -3.943868743923e-01   1.607492263495e+00   1.645164499465e-01  -2.593093701774e-03
   1.043900000000e+01   3.573000000000e+03   2.494422460000e+02   2.193243756146e+01  -1.366847660567e+01   1.640082769123e+00   1.442057771136e-01  -8.987023377393e-02
   1.063700000000e+01   3.644000000000e+03   2.543989768889e+02   2.503399438833e+01   1.566442841855e+01   1.672673274750e+00   1.645985132711e-01   1.029936169570e-01
   1.083400000000e+01   3.725000000000e+03   2.600538388889e+02   2.870488324873e+01   1.863395360611e+01   1.709853992438e+00   1.887346075529e-01   1.225182450851e-01
   1.103200000000e+01   3.796000000000e+03   2.650105697778e+02   2.503399438833e+01  -1.853984272931e+01   1.742444498066e+00   1.645985132711e-01  -1.218994660695e-01
   1.170600000000e+01   4.028000000000e+03   2.812072115556e+02   2.403062578305e+01  -1.488677455897e+00   1.848937417863e+00   1.580013646847e-01  -9.788054282505e-03
   1.224000000000e+01   4.220000000000e+03   2.946113288889e+02   2.510134332085e+01   2.005089022090e+00   1.937069489420e+00   1.650413325029e-01   1.318346033368e-02
   1.243800000000e+01   4.301000000000e+03   3.002661908889e+02   2.855990909091e+01   1.746750388919e+01   1.974250207108e+00   1.877814024642e-01   1.148488381886e-01
   1.269200000000e+01   4.393000000000e+03   3.066889971111e+02   2.528663867017e+01  -1.288689142025e+01   2.016480158062e+00   1.662596494259e-01  -8.473131117454e-02
   1.291800000000e+01   4.464000000000e+03   3.116457280000e+02   2.193243756146e+01  -1.484159782615e+01   2.049070663690e+00   1.442057771136e-01  -9.758350580649e-02
   1.311600000000e+01   4.535000000000e+03   3.166024588889e+02   2.503399438833e+01   1.566442841855e+01   2.081661169317e+00   1.645985132711e-01   1.029936169570e-01
   1.334200000000e+01   4.616000000000e+03   3.222573208889e+02   2.502151327434e+01  -5.522616810391e-02   2.118841887005e+00   1.645164499465e-01  -3.631120556536e-04
   1.353900000000e+01   4.697000000000e+03   3.279121828889e+02   2.870488324873e+01   1.869730951470e+01   2.156022604693e+00   1.887346075529e-01   1.229348101845e-01
   1.376500000000e+01   4.768000000000e+03   3.328689137778e+02   2.193243756146e+01  -2.996657383750e+01   2.188613110321e+00   1.442057771136e-01  -1.970302231825e-01
   1.396300000000e+01   4.850000000000e+03   3.385935888889e+02   2.891250056117e+01   3.525284343289e+01   2.226252849215e+00   1.900996913835e-01   2.317874458076e-01
   1.418900000000e+01   4.921000000000e+03   3.435503197778e+02   2.193243756146e+01  -3.088523451200e+01   2.258843354843e+00   1.442057771136e-01  -2.030704171235e-01
   1.441500000000e+01   5.002000000000e+03   3.492051817778e+02   2.502151327434e+01   1.366847660567e+01   2.296024072530e+00   1.645164499465e-01   8.987023377393e-02
   1.466900000000e+01   5.093000000000e+03   3.555581748889e+02   2.501178390201e+01  -3.830461544986e-02   2.337795002279e+00   1.644524793234e-01  -2.518528468397e-04
   1.509100000000e+01   5.255000000000e+03   3.668678988889e+02   2.680029383886e+01   4.238175205807e+00   2.412156437654e+00   1.762119321702e-01   2.786600200660e-02
   1.531700000000e+01   5.326000000000e+03   3.718246297778e+02   2.193243756146e+01  -2.153918706817e+01   2.444746943282e+00   1.442057771136e-01  -1.416201551177e-01
   1.568300000000e+01   5.468000000000e+03   3.817380915556e+02   2.708596114147e+01   1.408066551916e+01   2.509927954538e+00   1.780901946868e-01   9.258037588292e-02
   1.593700000000e+01   5.549000000000e+03   3.873929535556e+02   2.226323622047e+01  -1.898710598818e+01   2.547108672225e+00   1.463807782989e-01  -1.248402219996e-01
   1.613400000000e+01   5.631000000000e+03   3.931176286667e+02   2.905926452341e+01   3.449760559865e+01   2.584748411119e+00   1.910646644363e-01   2.268217570424e-01
   1.636000000000e+01   5.702000000000e+03   3.980743595556e+02   2.193243756146e+01  -3.153463257501e+01   2.617338916747e+00   1.442057771136e-01  -2.073402093921e-01
   1.658600000000e+01   5.784000000000e+03   4.037990346667e+02   2.533042084562e+01   1.503532426624e+01   2.654978655641e+00   1.665475172298e-01   9.885725715132e-02
   1.678400000000e+01   5.865000000000e+03   4.094538966667e+02   2.855990909091e+01   1.631054669336e+01   2.692159373329e+00   1.877814024642e-01   1.072418446182e-01
   1.701000000000e+01   5.937000000000e+03   4.144804406667e+02   2.224134513274e+01  -2.795824760250e+01   2.725208900163e+00   1.462368443969e-01  -1.838254781739e-01
   1.723600000000e+01   6.018000000000e+03   4.201353026667e+02   2.502151327434e+01   1.230162894510e+01   2.762389617851e+00   1.645164499465e-01   8.088321039654e-02
   1.749000000000e+01   6.120000000000e+03   4.272562400000e+02   2.803518635171e+01   1.186485463531e+01   2.809209780865e+00   1.843313504505e-01   7.801141930675e-02
   1.824800000000e+01   6.303000000000e+03   4.400320393333e+02   1.685461653474e+01  -1.475009210681e+01   2.893210661567e+00   1.108191038289e-01  -9.698185570122e-02
   1.917300000000e+01   6.718000000000e+03   4.690044804444e+02   3.132155795796e+01   1.563993667375e+01   3.083704462067e+00   2.059392437836e-01   1.028325837348e-01
   1.942700000000e+01   6.810000000000e+03   4.754272866667e+02   2.528663867017e+01  -2.375952475509e+01   3.125934413021e+00   1.662596494259e-01  -1.562188754240e-01
   1.968100000000e+01   6.901000000000e+03   4.817802797778e+02   2.501178390201e+01  -1.082105386433e+00   3.167705342769e+00   1.644524793234e-01  -7.114842923053e-03
   2.035500000000e+01   7.145000000000e+03   4.988146788889e+02   2.527358918562e+01   3.884351388912e-01   3.279706517039e+00   1.661738490650e-01   2.553961040815e-03
