	#tiempo		   #pulsos		#phi                     #phip          #phipp                 #s		       #v		#a
   2.997000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   3.223000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   3.421000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   3.619000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   3.817000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   4.043000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   4.241000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   4.467000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   4.665000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   4.890000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   5.116000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   5.314000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   5.512000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   5.738000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   5.964000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
   6.414000000000e+00   3.000000000000e+00   2.094393333333e-01   4.654207407407e-01   1.034268312757e+00   1.377063618071e-03   3.060141373491e-03   6.800314163314e-03
   6.836000000000e+00   1.600000000000e+01   1.117009777778e+00   2.150640863612e+00   3.993412613440e+00   7.344339296379e-03   1.414046369267e-02   2.625668796015e-02
   7.062000000000e+00   2.600000000000e+01   1.815140888889e+00   3.089075712881e+00   4.152366589684e+00   1.193455135662e-02   2.031067283291e-02   2.730181035502e-02
   7.288000000000e+00   4.100000000000e+01   2.862337555556e+00   4.633613569322e+00   6.834238302834e+00   1.881986944697e-02   3.046600924936e-02   4.493511688696e-02
   7.485000000000e+00   6.000000000000e+01   4.188786666667e+00   6.733244218838e+00   1.065802360161e+01   2.754127236142e-02   4.427108078401e-02   7.007650525203e-02
   7.907000000000e+00   8.100000000000e+01   5.654862000000e+00   3.474112164297e+00  -7.723061740619e+00   3.718071768792e-02   2.284228750355e-02  -5.077913099636e-02
   8.133000000000e+00   1.310000000000e+02   9.145517555556e+00   1.544537856441e+01   5.297020531021e+01   6.013177798910e-02   1.015533641645e-01   3.482791002698e-01
   8.359000000000e+00   1.630000000000e+02   1.137953711111e+01   9.885042281219e+00  -2.460325789020e+01   7.482045658186e-02   6.499415306530e-02  -1.617664207931e-01
   1.015200000000e+01   2.000000000000e+02   1.396262222222e+01   1.440649810993e+00  -4.709644434036e+00   9.180424120474e-02   9.472272516942e-03  -3.096591218536e-02
   1.077000000000e+01   6.570000000000e+02   4.586721400000e+01   5.162555303848e+01   8.120534502829e+01   3.015769323576e-01   3.394380115742e-01   5.339251441055e-01
   1.102400000000e+01   7.180000000000e+02   5.012581377778e+01   1.676614085739e+01  -1.372417802405e+02   3.295772259250e-01   1.102373762498e-01  -9.023647060014e-01
   1.125000000000e+01   7.820000000000e+02   5.459385288889e+01   1.977008456244e+01   1.329178630551e+01   3.589545831105e-01   1.299883061306e-01   8.739349504787e-02
   1.144800000000e+01   8.480000000000e+02   5.920151822222e+01   2.327103703704e+01   1.768157815454e+01   3.892499827081e-01   1.530070686746e-01   1.162563764847e-01
   1.164600000000e+01   9.070000000000e+02   6.332049177778e+01   2.080289674523e+01  -1.246535500913e+01   4.163322338635e-01   1.367790462394e-01  -8.195970926859e-02
   1.206800000000e+01   1.028000000000e+03   7.176787822222e+01   2.001750342285e+01  -1.861121617004e+00   4.718737997924e-01   1.316150851395e-01  -1.223687464428e-02
   1.226600000000e+01   1.099000000000e+03   7.672460911111e+01   2.503399438833e+01   2.533581295694e+01   5.044643054200e-01   1.645985132711e-01   1.665829703617e-01
   1.249200000000e+01   1.162000000000e+03   8.112283511111e+01   1.946117699115e+01  -2.465848405831e+01   5.333826413995e-01   1.279572388473e-01  -1.621295328487e-01
   1.268900000000e+01   1.235000000000e+03   8.621919222222e+01   2.586983305133e+01   3.253124903642e+01   5.668911894393e-01   1.700941524859e-01   2.138929626326e-01
   1.316700000000e+01   1.310000000000e+03   9.145517555556e+01   1.095394002789e+01  -3.120479712015e+01   6.013177798910e-01   7.202215575685e-02  -2.051715412742e-01
   1.336500000000e+01   1.449000000000e+03   1.011591980000e+02   4.901021436588e+01   1.922034057474e+02   6.651217275283e-01   3.222421597843e-01   1.263737394078e+00
   1.426300000000e+01   1.767000000000e+03   1.233597673333e+02   2.472223756496e+01  -2.704674476717e+01   8.110904710439e-01   1.625487121554e-01  -1.778323470255e-01
   1.443300000000e+01   1.826000000000e+03   1.274787408889e+02   2.422925620915e+01  -2.899890328287e+00   8.381727221993e-01   1.593073597376e-01  -1.906677892793e-02
   1.465900000000e+01   1.895000000000e+03   1.322958455556e+02   2.131462241888e+01  -1.289660969147e+01   8.698451854149e-01   1.401436425471e-01  -8.479520880787e-02
   1.488500000000e+01   1.976000000000e+03   1.379507075556e+02   2.502151327434e+01   1.640217192680e+01   9.070259031028e-01   1.645164499465e-01   1.078442805287e-01
   1.508300000000e+01   2.058000000000e+03   1.436753826667e+02   2.891250056117e+01   1.965145094359e+01   9.446656419968e-01   1.900996913835e-01   1.292082900859e-01
   1.550400000000e+01   2.130000000000e+03   1.487019266667e+02   1.193953444181e+01  -4.031583401274e+01   9.777151688305e-01   7.850243903493e-02  -2.650766089041e-01
   1.595400000000e+01   2.365000000000e+03   1.651080077778e+02   3.645795802469e+01   5.448538573975e+01   1.085585152246e+00   2.397110742568e-01   3.582414116042e-01
   1.618000000000e+01   2.448000000000e+03   1.709024960000e+02   2.563932841691e+01  -4.787004251230e+01   1.123683912346e+00   1.685785845131e-01  -3.147455298393e-01
   1.637800000000e+01   2.532000000000e+03   1.767667973333e+02   2.961768350168e+01   2.009270244834e+01   1.162241693652e+00   1.947362692222e-01   1.321095187326e-01
   1.660400000000e+01   2.607000000000e+03   1.820027806667e+02   2.316806784661e+01  -2.853812236759e+01   1.196668284104e+00   1.523300462468e-01  -1.876381547583e-01
   1.699800000000e+01   2.755000000000e+03   1.923351211111e+02   2.622421432600e+01   7.756716952775e+00   1.264603422595e+00   1.724242093693e-01   5.100041401651e-02
   1.758800000000e+01   2.980000000000e+03   2.080430711111e+02   2.662364406780e+01   6.769995623654e-01   1.367883193951e+00   1.750504599243e-01   4.451272127092e-03
   1.800900000000e+01   3.067000000000e+03   2.141168117778e+02   1.442693745051e+01  -2.897079956599e+01   1.407818038875e+00   9.485711383387e-02  -1.904830073407e-01
   1.823500000000e+01   3.239000000000e+03   2.261246668889e+02   5.313210226155e+01   1.712617911993e+02   1.486769686311e+00   3.493435727260e-01   1.126046278284e+00
   1.846100000000e+01   3.315000000000e+03   2.314304633333e+02   2.347697541790e+01  -1.312173754144e+02   1.521655297969e+00   1.543611135301e-01  -8.627542442297e-01
   1.871500000000e+01   3.402000000000e+03   2.375042040000e+02   2.391236482940e+01   1.714131541340e+00   1.561590142893e+00   1.572237989136e-01   1.127041489580e-02
   1.894100000000e+01   3.499000000000e+03   2.442760757778e+02   2.996403441495e+01   2.677729905111e+01   1.606115199877e+00   1.970135264792e-01   1.760607414406e-01
   1.916700000000e+01   3.586000000000e+03   2.503498164444e+02   2.687495870206e+01  -1.366847660567e+01   1.646050044801e+00   1.767028536463e-01  -8.987023377393e-02
   1.936500000000e+01   3.662000000000e+03   2.556556128889e+02   2.679695173962e+01  -3.939745578068e-01   1.680935656459e+00   1.761899578677e-01  -2.590382720222e-03
   1.959100000000e+01   3.749000000000e+03   2.617293535556e+02   2.687495870206e+01   3.451635506449e-01   1.720870501383e+00   1.767028536463e-01   2.269450347805e-03
   1.978900000000e+01   3.835000000000e+03   2.677332811111e+02   3.032286644220e+01   1.741367545523e+01   1.760346325101e+00   1.993728470608e-01   1.144949162349e-01
   2.082600000000e+01   4.233000000000e+03   2.955188993333e+02   2.679423165113e+01  -3.402733646161e+00   1.943036765098e+00   1.761720732859e-01  -2.237297374633e-02
