0.141998	0.1
0.133741	0.2
0.124633	0.3
0.114828	0.4
0.104477	0.5
0.0937254	0.6
0.0827134	0.7
0.0715747	0.8
0.0604352	0.9
0.0494123	1
0.0386142	1.1
0.0281394	1.2
0.0180764	1.3
0.00850335	1.4
-0.000512066	1.5
-0.00891259	1.6
-0.0166513	1.7
-0.0236915	1.8
-0.0300062	1.9
-0.0355779	2
-0.0403983	2.1
-0.0444672	2.2
-0.0477928	2.3
-0.0503902	2.4
-0.0522812	2.5
-0.0534938	2.6
-0.054061	2.7
-0.0540205	2.8
-0.0534137	2.9
-0.0522854	3
-0.0506828	3.1
-0.0486546	3.2
-0.0462512	3.3
-0.0435231	3.4
-0.0405211	3.5
-0.0372952	3.6
-0.0338946	3.7
-0.030367	3.8
-0.026758	3.9
-0.0231112	4
-0.0194675	4.1
-0.0158651	4.2
-0.0123392	4.3
-0.00892166	4.4
-0.00564123	4.5
-0.00252316	4.6
0.000410682	4.7
0.00314185	4.8
0.00565529	4.9
0.00793924	5
0.00998517	5.1
0.0117876	5.2
0.0133441	5.3
0.0146547	5.4
0.0157224	5.5
0.0165524	5.6
0.0171519	5.7
0.0175302	5.8
0.0176983	5.9
0.0176687	6
0.0174549	6.1
0.0170718	6.2
0.0165348	6.3
0.0158599	6.4
0.0150637	6.5
0.0141626	6.6
0.0131732	6.7
0.012112	6.8
0.010995	6.9
0.00983771	7
0.00865504	7.1
0.00746116	7.2
0.00626942	7.3
0.00509222	7.4
0.00394097	7.5
0.00282605	7.6
0.00175673	7.7
0.000741209	7.79999
-0.000213465	7.89999
-0.00110135	7.99999
-0.00191761	8.09999
-0.00265849	8.2
-0.00332128	8.3
-0.00390428	8.4
-0.00440675	8.5
-0.00482884	8.6
-0.00517153	8.7
-0.00543658	8.8
-0.00562646	8.9
-0.00574424	9
-0.00579355	9.1
-0.00577852	9.2
-0.00570364	9.3
-0.00557375	9.4
-0.00539394	9.5
-0.00516947	9.6
-0.00490574	9.7
-0.00460816	9.8
-0.00428217	9.9
-0.00393312	10
-0.00356624	10.1
-0.0031866	10.2
-0.00279907	10.3
-0.00240826	10.4
-0.0020185	10.5
-0.00163384	10.6
-0.00125797	10.7
-0.000894265	10.8
-0.000545729	10.9
-0.00021501	11
9.56159e-05	11.1
0.000384234	11.2
0.000649293	11.3
0.000889594	11.4
0.00110428	11.5
0.00129282	11.6
0.001455	11.7
0.00159089	11.8
0.00170083	11.9
0.00178543	12
0.00184551	12.1
0.00188209	12.2
0.00189637	12.3
0.00188971	12.4
0.0018636	12.5
0.00181963	12.6
0.00175947	12.7
0.00168484	12.8
0.00159751	12.9
0.00149926	13
0.00139186	13.1
0.00127707	13.2
0.00115658	13.3
0.00103206	13.4
0.000905088	13.5
0.000777166	13.6
0.000649708	13.7
0.000524024	13.8
0.000401318	13.9
0.000282681	14
0.000169087	14.1
6.13921e-05	14.2
-3.96686e-05	14.3
-0.000133479	14.4
-0.000219542	14.5
-0.000297474	14.6
-0.000367004	14.7
-0.000427968	14.8
-0.000480303	14.9
-0.000524041	15
-0.000559303	15.1
-0.00058629	15.2
-0.000605278	15.3
-0.000616607	15.4
-0.000620676	15.5
-0.000617933	15.6
-0.000608867	15.7
-0.000594001	15.8
-0.000573885	15.9
-0.000549083	16
-0.000520176	16.1
-0.000487744	16.2
-0.000452368	16.3
-0.000414619	16.4
-0.000375055	16.5
-0.000334216	16.6
-0.000292618	16.7
-0.00025075	16.8
-0.000209072	16.9
-0.000168009	17
-0.000127953	17.1
-8.92576e-05	17.2
-5.2238e-05	17.3
-1.7171e-05	17.4
1.5706e-05	17.5
4.6195e-05	17.6
7.41362e-05	17.7
9.94075e-05	17.8
0.000121923	17.9
0.000141633	18
0.000158518	18.1
0.000172592	18.2
0.000183897	18.3
0.000192501	18.4
0.000198496	18.5
0.000201995	18.6
0.000203129	18.7
0.000202048	18.8
0.000198912	18.9
0.000193892	19
0.00018717	19.1
0.000178932	19.2
0.000169365	19.3
0.000158662	19.4
0.000147011	19.5
0.000134599	19.6
0.000121609	19.7
0.000108216	19.8
9.45894e-05	19.9
8.08874e-05	20
6.72599e-05	20.1
5.38452e-05	20.2
4.07703e-05	20.3
2.815e-05	20.4
1.60864e-05	20.5
4.66902e-06	20.6
-6.0257e-06	20.7
-1.59339e-05	20.8
-2.50045e-05	20.9
-3.31984e-05	21
-4.04888e-05	21.1
-4.68598e-05	21.2
-5.23066e-05	21.3
-5.68342e-05	21.4
-6.04571e-05	21.5
-6.31984e-05	21.6
-6.50887e-05	21.7
-6.61657e-05	21.8
-6.6473e-05	21.9
-6.60594e-05	22
-6.4978e-05	22.1
-6.32854e-05	22.2
-6.10407e-05	22.3
-5.83048e-05	22.4
-5.51398e-05	22.5
-5.16081e-05	22.6
-4.77715e-05	22.7001
-4.36912e-05	22.8001
-3.94266e-05	22.9001
-3.50351e-05	23.0001
-3.05714e-05	23.1001
-2.60875e-05	23.2001
-2.16321e-05	23.3001
-1.725e-05	23.4001
-1.29824e-05	23.5001
-8.86669e-06	23.6001
-4.93582e-06	23.7001
-1.2187e-06	23.8001
2.25994e-06	23.9001
5.47961e-06	24.0001
8.42389e-06	24.1001
1.10804e-05	24.2001
1.34406e-05	24.3001
1.54997e-05	24.4001
1.72563e-05	24.5001
1.87125e-05	24.6001
1.9873e-05	24.7001
2.07459e-05	24.8001
2.13412e-05	24.9001
2.16715e-05	25.0001
2.17512e-05	25.1001
2.15965e-05	25.2001
2.12247e-05	25.3001
2.06545e-05	25.4001
1.99054e-05	25.5001
1.89972e-05	25.6001
1.79504e-05	25.7001
1.67852e-05	25.8001
1.55221e-05	25.9001
1.41809e-05	26.0001
1.2781e-05	26.1001
1.13411e-05	26.2001
9.87911e-06	26.3001
8.41192e-06	26.4001
6.95532e-06	26.5001
5.52395e-06	26.6001
4.13117e-06	26.7001
2.78903e-06	26.8001
1.50826e-06	26.9001
2.98193e-07	27.0001
-8.33208e-07	27.1001
-1.87934e-06	27.2001
-2.83496e-06	27.3001
-3.69611e-06	27.4001
-4.46011e-06	27.5001
-5.12549e-06	27.6001
-5.6919e-06	27.7001
-6.16007e-06	27.8001
-6.53171e-06	27.9001
-6.80943e-06	28.0001
-6.99666e-06	28.1001
-7.09753e-06	28.2001
-7.11684e-06	28.3001
-7.05988e-06	28.4001
-6.93242e-06	28.5001
-6.74056e-06	28.6001
-6.49068e-06	28.7001
-6.18933e-06	28.8001
-5.84317e-06	28.9001
-5.45887e-06	29.0001
-5.04305e-06	29.1001
-4.60224e-06	29.2001
-4.14275e-06	29.3001
-3.67069e-06	29.4001
-3.19189e-06	29.5001
-2.71184e-06	29.6001
-2.23569e-06	29.7001
-1.76817e-06	29.8001
-1.31365e-06	29.9001
-8.7601e-07	30.0001
-4.58736e-07	30.1001
-6.48405e-08	30.2001
3.03108e-07	30.3001
6.42988e-07	30.4001
9.53119e-07	30.5001
1.23224e-06	30.6001
1.47952e-06	30.7001
1.6945e-06	30.8001
1.87709e-06	30.9001
2.02757e-06	31.0001
2.14652e-06	31.1001
2.23483e-06	31.2001
2.29362e-06	31.3001
2.32429e-06	31.4001
2.3284e-06	31.5001
2.30771e-06	31.6001
2.26411e-06	31.7001
2.19961e-06	31.8001
2.11631e-06	31.9001
2.01635e-06	32.0001
1.90192e-06	32.1001
1.77519e-06	32.2001
1.63833e-06	32.3001
1.49347e-06	32.4001
1.34267e-06	32.5001
1.18793e-06	32.6001
1.03113e-06	32.7001
8.74083e-07	32.8001
7.18442e-07	32.9001
5.65758e-07	33.0001
4.17437e-07	33.1001
2.74747e-07	33.2001
1.3881e-07	33.3001
1.06012e-08	33.4001
-1.09052e-07	33.5001
-2.19467e-07	33.6001
-3.20106e-07	33.7001
-4.1057e-07	33.8001
-4.90595e-07	33.9001
-5.60042e-07	34.0001
-6.18896e-07	34.1001
-6.67253e-07	34.2001
-7.05314e-07	34.3
-7.33373e-07	34.4
-7.51811e-07	34.5
-7.61085e-07	34.6
-7.61717e-07	34.7
-7.54283e-07	34.8
-7.39408e-07	34.9
-7.17752e-07	35
-6.9e-07	35.1
-6.56857e-07	35.2
-6.19037e-07	35.3
-5.77254e-07	35.4
-5.32217e-07	35.5
-4.84619e-07	35.6
-4.35135e-07	35.7
-3.84413e-07	35.8
-3.33073e-07	35.9
-2.81695e-07	36
-2.30823e-07	36.1
-1.8096e-07	36.2
-1.32562e-07	36.3
-8.60402e-08	36.4
-4.17571e-08	36.5
-2.7908e-11	36.6
3.88804e-08	36.7
7.47489e-08	36.8
1.07405e-07	36.9
1.36723e-07	37
1.62618e-07	37.1
1.8505e-07	37.2
2.04017e-07	37.3
2.19553e-07	37.4
2.31726e-07	37.5
2.40635e-07	37.6
2.46408e-07	37.7
2.49196e-07	37.8
2.49171e-07	37.9
2.46523e-07	38
2.41458e-07	38.1
2.34192e-07	38.2
2.24951e-07	38.3
2.13966e-07	38.4
2.01469e-07	38.5
1.87696e-07	38.6
1.72877e-07	38.7
1.57239e-07	38.8
1.41003e-07	38.9
1.24379e-07	39
1.07569e-07	39.1
9.07625e-08	39.2
7.41364e-08	39.3
5.78534e-08	39.4
4.2062e-08	39.5
2.68952e-08	39.6
1.24705e-08	39.7
-1.11042e-09	39.8
-1.37615e-08	39.9
-2.54123e-08	40
-3.60078e-08	40.1
-4.55078e-08	40.2
-5.38863e-08	40.3
-6.11308e-08	40.4
-6.72418e-08	40.5
-7.22314e-08	40.6
-7.61229e-08	40.7
-7.89497e-08	40.7999
-8.07539e-08	40.8999
-8.15856e-08	40.9999
-8.15018e-08	41.0999
-8.05654e-08	41.1999
-7.88437e-08	41.2999
-7.64081e-08	41.3999
-7.33324e-08	41.4999
-6.96923e-08	41.5999
-6.55644e-08	41.6999
-6.10249e-08	41.7999
-5.61497e-08	41.8999
-5.10127e-08	41.9999
-4.56857e-08	42.0999
-4.02377e-08	42.1999
-3.47343e-08	42.2999
-2.92371e-08	42.3999
-2.38036e-08	42.4999
-1.84867e-08	42.5999
-1.33346e-08	42.6999
-8.39037e-09	42.7999
-3.69203e-09	42.8999
7.27571e-10	42.9999
4.84072e-09	43.0999
8.62482e-09	43.1999
1.20623e-08	43.2999
1.51403e-08	43.3999
1.78507e-08	43.4999
2.019e-08	43.5999
2.21584e-08	43.6999
